level,retention_days,age,reg_source,address,income,education,total_orders,is_activity,sex,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
2,53,57,0,25,37.000,1,7,0.000,0,1,0,0,1,0,7.700,0.000,0.000,9.250,0.000,363.950,0.000,0.000,465.000,0.000,1,0,0,0,0,0,1,0,0,2.041,null,null,2.225,null,3.611,2,0
2,50,52,1,17,36.000,4,16,0.000,0,4,1,0,1,1,11.950,55.000,0.000,48.000,85.850,616.250,2662.100,0.000,2330.000,4118.600,1,1,1,0,1,1,1,1,1,2.481,4.007,null,3.871,4.453,3.584,4,0
2,39,31,1,6,24.000,4,2,0.000,0,2,0,1,1,0,13.900,0.000,33.300,16.500,0.000,505.550,0.000,1213.500,600.000,0.000,0,0,1,0,1,1,1,1,1,2.632,null,3.506,2.803,null,3.178,4,0
3,16,19,0,0,21.000,2,0,0.000,1,1,0,0,0,0,5.250,0.000,0.000,0.000,0.000,70.250,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,1.658,null,null,null,null,3.045,1,0
3,43,51,1,15,186.000,3,25,0.000,0,2,1,0,1,1,18.900,59.750,0.000,20.250,59.150,856.300,2522.950,0.000,885.000,2525.100,1,1,1,0,1,1,1,1,0,2.939,4.090,null,3.008,4.080,5.226,4,0
3,44,31,0,12,30.000,1,7,0.000,1,3,0,0,1,0,8.000,0.000,0.000,13.000,0.000,317.900,0.000,0.000,530.000,0.000,0,0,0,0,0,0,0,0,0,2.079,null,null,2.565,null,3.401,1,0
2,72,66,1,43,96.000,2,16,0.000,1,2,1,0,1,1,35.150,34.750,0.000,21.500,50.700,2537.650,2557.750,0.000,1440.000,3571.450,1,1,0,0,1,1,1,1,1,3.560,3.548,null,3.068,3.926,4.564,4,0
3,61,76,0,39,15.000,1,29,1.000,0,1,1,0,1,0,18.600,52.750,0.000,24.000,0.000,1168.450,3257.700,0.000,1415.000,0.000,1,0,1,0,1,1,1,1,0,2.923,3.966,null,3.178,null,2.708,3,0
3,43,21,1,1,25.000,1,4,0.000,0,4,0,0,0,0,7.600,0.000,0.000,0.000,0.000,334.450,0.000,0.000,0.000,0.000,1,0,0,1,0,0,1,1,0,2.028,null,null,null,null,3.219,2,1
3,24,39,0,11,49.000,3,7,0.000,1,1,0,1,0,0,7.450,0.000,30.900,0.000,0.000,177.200,0.000,657.250,0.000,0.000,0,0,0,1,0,0,0,0,0,2.008,null,3.431,null,null,3.892,1,0
3,64,45,0,4,38.000,2,7,0.000,1,1,1,0,1,0,13.750,22.750,0.000,10.250,0.000,918.000,1447.400,0.000,610.000,0.000,1,1,0,0,1,0,1,1,0,2.621,3.125,null,2.327,null,3.638,3,1
2,64,38,0,0,29.000,2,2,0.000,0,2,1,0,1,0,17.500,15.500,0.000,16.750,0.000,1114.450,1141.550,0.000,1010.000,0.000,1,0,0,0,0,0,0,0,0,2.862,2.741,null,2.818,null,3.367,2,0
1,24,26,0,7,55.000,2,7,0.000,1,1,0,0,0,0,7.600,0.000,0.000,0.000,0.000,175.800,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,2.028,null,null,null,null,4.007,1,0
3,33,55,1,21,64.000,3,10,0.000,1,3,1,0,1,0,5.150,14.500,0.000,24.750,0.000,163.050,494.550,0.000,775.000,0.000,0,0,0,0,0,0,1,1,0,1.639,2.674,null,3.209,null,4.159,1,0
2,33,33,1,12,42.000,4,7,0.000,1,5,0,1,1,1,8.800,0.000,30.950,23.000,23.350,305.750,0.000,1019.150,730.000,665.350,1,1,0,0,0,0,0,0,0,2.175,null,3.432,3.135,3.151,3.738,2,0
1,2,40,0,9,134.000,4,2,0.000,0,1,0,1,0,0,3.900,0.000,23.800,0.000,0.000,4.600,0.000,26.450,0.000,0.000,0,0,0,1,0,0,0,0,1,1.361,null,3.170,null,null,4.898,1,0
2,42,48,1,22,82.000,1,21,0.000,1,5,1,0,1,0,9.300,25.000,0.000,17.000,0.000,459.000,1006.900,0.000,750.000,0.000,1,0,0,1,1,1,1,0,1,2.230,3.219,null,2.833,null,4.407,4,0
1,52,54,1,5,153.000,5,10,0.000,0,2,0,1,0,1,11.050,0.000,36.300,0.000,30.150,555.850,0.000,1816.650,0.000,1525.150,1,1,0,1,1,0,0,0,1,2.402,null,3.592,null,3.406,5.030,2,1
1,45,66,0,43,144.000,2,13,0.000,1,1,0,0,1,0,7.750,0.000,0.000,13.000,0.000,338.800,0.000,0.000,565.000,0.000,1,0,0,1,0,0,0,0,0,2.048,null,null,2.565,null,4.970,2,0
3,3,25,0,4,22.000,4,0,0.000,0,2,0,1,1,0,2.850,0.000,28.250,19.500,0.000,7.500,0.000,48.000,30.000,0.000,0,1,0,1,0,1,1,1,1,1.047,null,3.341,2.970,null,3.091,4,1
2,37,53,1,16,35.000,1,16,0.000,1,4,0,0,0,0,21.300,0.000,0.000,0.000,0.000,788.250,0.000,0.000,0.000,0.000,0,0,0,0,0,1,1,0,0,3.059,null,null,null,null,3.555,3,0
2,28,57,0,33,82.000,4,22,0.000,1,1,0,1,0,0,4.050,0.000,31.450,0.000,0.000,71.500,0.000,858.150,0.000,0.000,1,1,0,1,0,0,1,0,1,1.399,null,3.448,null,null,4.407,2,1
3,40,63,1,9,61.000,1,22,0.000,0,2,0,0,1,0,10.900,0.000,0.000,41.000,0.000,470.900,0.000,0.000,1635.000,0.000,0,0,0,0,0,0,0,0,0,2.389,null,null,3.714,null,4.111,1,0
2,37,33,0,1,102.000,2,12,0.000,0,1,0,1,1,1,16.300,0.000,33.350,10.250,37.900,646.700,0.000,1108.050,360.000,1330.600,1,0,1,1,1,1,0,0,1,2.791,null,3.507,2.327,3.635,4.625,4,0
3,7,27,0,5,31.000,3,4,0.000,0,5,1,1,0,1,4.150,15.000,46.050,0.000,41.850,30.800,96.600,271.750,0.000,235.550,1,1,1,1,1,1,1,0,1,1.423,2.708,3.830,null,3.734,3.434,4,1
1,71,56,0,23,170.000,1,30,0.000,1,1,1,0,1,0,14.200,27.000,0.000,30.000,0.000,1001.200,1840.650,0.000,2140.000,0.000,1,1,1,0,0,1,1,1,0,2.653,3.296,null,3.401,null,5.136,4,0
2,19,46,0,11,26.000,2,0,0.000,1,1,0,0,1,0,6.050,0.000,0.000,5.000,0.000,121.700,0.000,0.000,90.000,0.000,0,0,0,1,0,1,0,1,1,1.800,null,null,1.609,null,3.258,1,0
2,61,40,0,15,85.000,3,15,0.000,1,1,1,0,1,0,13.650,29.250,0.000,22.750,0.000,831.150,1823.600,0.000,1310.000,0.000,1,0,0,0,1,1,1,1,1,2.614,3.376,null,3.125,null,4.443,3,0
3,70,53,1,16,183.000,2,35,0.000,1,2,0,0,1,0,32.900,0.000,0.000,15.000,0.000,2234.900,0.000,0.000,1085.000,0.000,1,0,0,0,0,0,0,0,0,3.493,null,null,2.708,null,5.209,2,0
2,60,55,1,13,67.000,1,18,0.000,1,2,0,0,1,0,10.750,0.000,0.000,14.750,0.000,697.700,0.000,0.000,925.000,0.000,0,0,0,0,0,0,0,0,0,2.375,null,null,2.691,null,4.205,1,0
3,48,45,1,5,42.000,1,11,0.000,1,2,0,0,0,0,9.250,0.000,0.000,0.000,0.000,435.600,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,2.225,null,null,null,null,3.738,1,0
1,8,63,1,1,31.000,1,9,0.000,0,2,1,0,1,0,2.250,13.750,0.000,11.250,0.000,16.800,102.550,0.000,80.000,0.000,0,0,0,0,1,0,1,1,0,0.811,2.621,null,2.420,null,3.434,3,0
2,58,58,1,10,96.000,2,17,0.000,0,4,1,0,0,0,12.500,23.000,0.000,0.000,0.000,710.800,1345.950,0.000,0.000,0.000,1,0,0,0,1,1,0,1,0,2.526,3.135,null,null,null,4.564,3,0
1,16,24,1,5,24.000,3,2,0.000,0,5,0,0,1,0,9.400,0.000,0.000,14.750,0.000,124.200,0.000,0.000,215.000,0.000,0,0,0,0,1,1,1,0,0,2.241,null,null,2.691,null,3.178,3,0
2,33,33,0,4,53.000,2,14,0.000,1,1,0,0,0,0,5.050,0.000,0.000,0.000,0.000,145.850,0.000,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,1.619,null,null,null,null,3.970,1,0
2,39,25,0,4,18.000,1,0,0.000,1,1,0,0,0,0,6.750,0.000,0.000,0.000,0.000,242.700,0.000,0.000,0.000,0.000,1,0,0,0,1,1,0,1,0,1.910,null,null,null,null,2.890,3,0
1,62,51,0,10,43.000,4,19,0.000,0,2,0,1,1,1,27.150,0.000,42.700,17.000,41.150,1632.400,0.000,2583.850,1015.000,2521.050,1,0,1,1,1,0,0,0,1,3.301,null,3.754,2.833,3.717,3.761,2,0
1,50,34,0,10,104.000,3,9,0.000,0,1,1,1,1,1,27.500,21.750,52.100,20.250,47.900,1444.450,1219.550,2568.400,960.000,2368.400,1,1,1,1,1,1,1,1,1,3.314,3.080,3.953,3.008,3.869,4.644,4,0
2,48,55,0,31,26.000,1,1,0.000,0,1,0,0,0,0,12.150,0.000,0.000,0.000,0.000,606.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.497,null,null,null,null,3.258,1,0
3,31,62,0,5,56.000,2,26,0.000,1,1,1,0,1,0,4.300,22.250,0.000,13.750,0.000,123.500,744.450,0.000,435.000,0.000,0,1,0,0,1,1,1,1,0,1.459,3.102,null,2.621,null,4.025,3,0
2,65,33,1,9,49.000,2,6,0.000,0,5,1,0,1,0,42.900,17.250,0.000,17.500,0.000,2706.800,1094.100,0.000,1190.000,0.000,1,0,0,0,0,0,1,0,0,3.759,2.848,null,2.862,null,3.892,2,0
1,36,58,0,34,80.000,1,21,0.000,1,1,0,0,1,0,8.500,0.000,0.000,8.500,0.000,298.250,0.000,0.000,260.000,0.000,1,0,0,0,0,1,0,0,0,2.140,null,null,2.140,null,4.382,2,0
1,61,46,0,5,318.000,3,18,0.000,1,1,1,0,1,0,28.900,39.250,0.000,84.750,0.000,1796.700,2442.750,0.000,5115.000,0.000,1,1,0,0,1,1,1,1,0,3.364,3.670,null,4.440,null,5.762,3,0
2,48,42,0,21,35.000,4,5,0.000,0,1,0,0,0,0,12.900,0.000,0.000,0.000,0.000,589.350,0.000,0.000,0.000,0.000,1,0,0,0,0,1,1,0,0,2.557,null,null,null,null,3.555,3,0
3,35,45,0,17,29.000,1,6,0.000,0,1,0,0,0,0,8.400,0.000,0.000,0.000,0.000,300.350,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,2.128,null,null,null,null,3.367,1,0
1,51,28,0,8,43.000,5,1,0.000,0,5,1,1,1,1,11.150,35.000,77.700,20.000,80.350,623.000,1920.500,3925.500,955.000,4059.900,1,1,1,1,1,1,1,1,1,2.411,3.555,4.353,2.996,4.386,3.761,4,0
2,49,51,1,5,80.000,5,3,0.000,0,2,0,1,1,1,5.750,0.000,51.750,36.000,36.700,285.400,0.000,2435.350,1810.000,1679.450,1,1,1,1,1,1,1,1,1,1.749,null,3.946,3.584,3.603,4.382,4,1
1,35,39,1,11,30.000,3,2,0.000,1,3,1,0,0,0,6.850,27.750,0.000,0.000,0.000,224.850,929.950,0.000,0.000,0.000,0,0,1,0,0,0,1,1,0,1.924,3.323,null,null,null,3.401,3,1
1,58,70,0,2,9.000,3,24,1.000,1,1,0,1,1,1,23.300,0.000,48.350,29.750,35.150,1384.450,0.000,2632.400,1730.000,1975.700,1,0,0,1,0,0,0,1,0,3.148,null,3.878,3.393,3.560,2.197,2,0
1,23,35,1,0,23.000,2,1,0.000,0,5,0,0,0,0,6.700,0.000,0.000,0.000,0.000,153.900,0.000,0.000,0.000,0.000,0,0,0,0,1,0,1,1,0,1.902,null,null,null,null,3.135,3,0
2,26,39,1,15,58.000,4,9,0.000,1,2,1,0,1,1,8.650,21.250,0.000,6.500,19.650,210.600,567.550,0.000,145.000,493.850,0,0,0,1,1,0,1,1,0,2.158,3.056,null,1.872,2.978,4.060,3,0
1,38,37,1,1,52.000,1,20,0.000,1,4,1,0,1,1,12.200,41.500,0.000,18.750,54.400,532.550,1686.300,0.000,705.000,2051.100,1,1,1,0,1,1,1,1,0,2.501,3.726,null,2.931,3.996,3.951,4,0
1,35,66,1,44,14.000,3,12,1.000,1,2,1,0,0,0,4.700,31.000,0.000,0.000,0.000,202.500,1135.000,0.000,0.000,0.000,0,0,0,0,1,1,1,1,0,1.548,3.434,null,null,null,2.639,3,0
2,37,50,0,9,110.000,2,21,0.000,1,1,1,0,1,0,9.650,28.500,0.000,11.250,0.000,364.050,992.400,0.000,375.000,0.000,0,0,0,0,1,1,1,1,0,2.267,3.350,null,2.420,null,4.700,3,0
2,48,43,1,1,60.000,2,12,0.000,0,2,1,1,1,0,15.500,19.250,29.600,31.500,0.000,719.700,905.150,1500.750,1495.000,0.000,1,0,0,0,0,1,0,0,0,2.741,2.958,3.388,3.450,null,4.094,2,0
3,13,43,1,1,123.000,3,21,0.000,0,5,1,1,1,0,3.850,23.000,33.050,6.750,0.000,55.050,317.500,439.300,75.000,0.000,0,0,1,1,1,1,1,0,1,1.348,3.135,3.498,1.910,null,4.812,4,0
1,72,63,1,29,15.000,5,31,1.000,0,2,0,0,1,0,20.600,0.000,0.000,31.250,0.000,1547.450,0.000,0.000,2180.000,0.000,1,0,0,0,0,0,1,1,0,3.025,null,null,3.442,null,2.708,3,0
1,30,27,0,4,47.000,4,2,0.000,1,2,0,0,1,0,10.750,0.000,0.000,21.250,0.000,296.900,0.000,0.000,600.000,0.000,1,0,0,1,0,0,0,0,0,2.375,null,null,3.056,null,3.850,2,1
1,24,43,0,14,138.000,4,11,0.000,1,1,1,0,1,1,6.650,20.250,0.000,8.000,24.650,130.600,445.600,0.000,180.000,551.150,1,0,0,1,1,1,0,1,0,1.895,3.008,null,2.079,3.205,4.927,3,0
2,25,51,1,20,359.000,3,29,0.000,0,2,1,1,1,1,5.750,27.500,39.200,40.500,21.400,163.750,676.150,881.450,975.000,475.550,0,1,1,0,1,1,1,1,0,1.749,3.314,3.669,3.701,3.063,5.883,4,0
2,50,52,0,30,214.000,3,22,0.000,0,1,1,1,1,1,11.500,26.250,40.700,12.000,48.300,610.350,1287.700,1943.000,530.000,2412.750,1,1,0,1,1,1,1,1,1,2.442,3.268,3.706,2.485,3.877,5.366,4,0
2,28,40,0,7,64.000,1,19,0.000,0,1,1,0,0,0,6.000,27.500,0.000,0.000,0.000,167.650,722.500,0.000,0.000,0.000,0,0,0,0,1,0,0,1,0,1.792,3.314,null,null,null,4.159,3,0
3,34,51,0,8,50.000,4,14,0.000,0,1,0,0,1,0,16.150,0.000,0.000,15.750,0.000,531.350,0.000,0.000,480.000,0.000,0,1,0,0,0,0,0,0,1,2.782,null,null,2.757,null,3.912,1,0
1,48,32,0,2,88.000,3,9,0.000,0,1,1,0,1,1,6.150,33.750,0.000,29.750,44.750,307.650,1603.800,0.000,1390.000,2119.350,1,1,1,1,1,1,1,1,0,1.816,3.519,null,3.393,3.801,4.477,4,0
2,42,36,1,8,86.000,2,15,0.000,1,2,0,1,0,0,9.800,0.000,30.600,0.000,0.000,436.450,0.000,1222.300,0.000,0.000,1,0,0,0,0,0,0,0,0,2.282,null,3.421,null,null,4.454,2,0
3,67,65,1,30,17.000,1,29,1.000,1,2,1,0,1,0,21.700,26.250,0.000,12.000,0.000,1384.050,1721.250,0.000,785.000,0.000,1,0,0,0,1,0,1,0,0,3.077,3.268,null,2.485,null,2.833,3,0
1,17,41,1,7,25.000,2,17,0.000,0,3,0,1,0,0,6.450,0.000,29.000,0.000,0.000,114.300,0.000,449.950,0.000,0.000,0,0,0,1,1,1,1,0,1,1.864,null,3.367,null,null,3.219,3,0
1,29,38,1,19,46.000,2,6,0.000,0,2,0,1,0,0,8.350,0.000,22.950,0.000,0.000,248.600,0.000,584.900,0.000,0.000,1,0,0,0,0,0,0,0,1,2.122,null,3.133,null,null,3.829,2,0
3,66,61,0,26,361.000,1,40,0.000,1,1,0,0,1,0,12.750,0.000,0.000,38.500,0.000,782.000,0.000,0.000,2615.000,0.000,1,0,0,0,0,0,0,1,0,2.546,null,null,3.651,null,5.889,2,0
2,1,21,0,1,18.000,3,0,0.000,1,1,0,1,0,0,2.700,0.000,32.700,0.000,0.000,2.700,0.000,32.700,0.000,0.000,0,0,0,1,0,0,0,1,1,0.993,null,3.487,null,null,2.890,1,1
1,28,33,1,3,14.000,4,1,0.000,0,3,1,1,0,1,4.550,15.750,33.000,0.000,23.950,145.950,504.900,869.850,0.000,618.650,1,0,1,1,0,1,1,0,1,1.515,2.757,3.497,null,3.176,2.639,4,1
1,15,35,1,5,34.000,3,8,0.000,0,2,0,1,0,0,5.150,0.000,25.550,0.000,0.000,110.550,0.000,350.250,0.000,0.000,1,0,0,1,0,0,0,0,1,1.639,null,3.241,null,null,3.526,2,1
2,12,64,0,13,9.000,2,6,1.000,1,1,1,1,1,0,3.800,30.000,32.800,8.500,0.000,52.850,317.750,376.600,95.000,0.000,0,0,0,1,1,1,1,1,1,1.335,3.401,3.490,2.140,null,2.197,3,0
3,48,49,0,18,39.000,2,5,0.000,1,1,1,1,1,1,7.000,24.500,42.800,23.500,30.750,399.750,1229.600,2099.350,1140.000,1394.500,1,1,1,0,1,1,1,1,0,1.946,3.199,3.757,3.157,3.426,3.664,4,1
2,59,25,1,4,18.000,3,2,0.000,0,4,0,1,1,0,20.100,0.000,32.550,22.750,0.000,1251.400,0.000,1882.650,1415.000,0.000,0,0,0,0,0,0,0,0,0,3.001,null,3.483,3.125,null,2.890,1,0
3,8,26,1,1,25.000,4,1,0.000,0,2,0,1,0,0,3.150,0.000,20.050,0.000,0.000,29.900,0.000,138.400,0.000,0.000,0,0,0,1,0,0,0,0,1,1.147,null,2.998,null,null,3.219,1,1
1,45,52,0,15,46.000,5,8,0.000,1,1,0,0,1,0,9.400,0.000,0.000,8.750,0.000,402.100,0.000,0.000,395.000,0.000,1,0,0,0,0,0,0,0,1,2.241,null,null,2.169,null,3.829,2,1
1,25,39,1,8,94.000,4,11,0.000,1,4,0,1,0,0,3.950,0.000,30.750,0.000,0.000,95.200,0.000,681.200,0.000,0.000,1,0,0,0,0,0,0,0,0,1.374,null,3.426,null,null,4.543,2,1
1,21,44,1,4,26.000,3,2,0.000,0,2,1,1,1,1,7.550,41.000,42.350,23.500,35.750,160.650,863.300,890.750,485.000,702.950,0,1,1,1,1,1,1,1,0,2.022,3.714,3.746,3.157,3.577,3.258,4,0
2,17,68,1,1,335.000,1,35,0.000,1,3,1,0,1,1,3.550,18.750,0.000,29.250,27.900,70.250,285.900,0.000,525.000,422.850,0,1,1,0,1,1,1,1,0,1.267,2.931,null,3.376,3.329,5.814,4,0
2,41,45,0,14,25.000,3,6,0.000,0,1,0,1,1,1,7.800,0.000,42.400,14.000,23.200,370.800,0.000,1675.700,535.000,945.300,0,0,0,1,0,0,1,1,1,2.054,null,3.747,2.639,3.144,3.219,1,1
1,13,45,1,3,99.000,3,8,0.000,1,2,0,0,1,0,8.700,0.000,0.000,23.750,0.000,103.400,0.000,0.000,240.000,0.000,0,1,0,1,1,0,1,0,0,2.163,null,null,3.168,null,4.595,3,1
2,1,26,1,3,30.000,2,7,0.000,1,5,0,1,0,0,1.050,0.000,15.400,0.000,0.000,1.050,0.000,15.400,0.000,0.000,0,0,0,0,0,0,0,0,1,0.049,null,2.734,null,null,3.401,1,1
3,3,31,1,4,35.000,2,2,0.000,1,3,1,1,0,1,4.350,12.750,34.050,0.000,21.500,11.000,30.200,75.300,0.000,28.500,0,1,1,1,1,0,1,0,1,1.470,2.546,3.528,null,3.068,3.555,4,1
1,23,27,1,2,51.000,5,1,0.000,1,2,0,1,0,0,3.900,0.000,24.150,0.000,0.000,94.950,0.000,574.350,0.000,0.000,0,1,0,0,0,0,0,0,0,1.361,null,3.184,null,null,3.932,1,1
3,26,42,0,20,49.000,3,13,0.000,0,1,1,1,1,1,3.500,25.000,43.650,24.500,27.700,82.300,638.100,1054.400,625.000,633.400,1,1,1,1,1,1,1,1,1,1.253,3.219,3.776,3.199,3.321,3.892,4,1
1,37,51,1,15,54.000,1,15,0.000,0,3,1,0,1,0,9.550,16.500,0.000,8.250,0.000,323.650,614.150,0.000,225.000,0.000,1,0,0,0,0,1,0,1,0,2.257,2.803,null,2.110,null,3.989,3,0
3,5,30,0,3,46.000,4,7,0.000,0,1,0,1,0,0,4.300,0.000,32.100,0.000,0.000,17.550,0.000,121.550,0.000,0.000,1,0,0,1,0,0,0,0,1,1.459,null,3.469,null,null,3.829,2,1
1,32,27,1,3,91.000,4,1,0.000,1,3,1,1,1,1,5.500,16.000,42.650,3.750,41.300,189.050,543.150,1247.300,100.000,1269.100,0,1,1,1,1,0,0,1,1,1.705,2.773,3.753,1.322,3.721,4.511,4,1
3,12,22,0,1,23.000,4,0,0.000,0,2,0,0,0,0,4.050,0.000,0.000,0.000,0.000,33.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1.399,null,null,null,null,3.135,1,0
1,72,54,1,6,345.000,1,32,0.000,0,2,0,0,1,0,75.450,0.000,0.000,18.250,0.000,5464.600,0.000,0.000,1305.000,0.000,1,0,0,0,0,1,0,1,0,4.323,null,null,2.904,null,5.844,3,0
3,3,25,1,2,45.000,4,0,0.000,1,2,1,1,0,0,3.000,15.750,31.150,0.000,0.000,9.150,53.050,87.600,0.000,0.000,0,0,0,1,0,0,0,0,1,1.099,2.757,3.439,null,null,3.807,1,1
1,54,43,0,12,53.000,2,12,0.000,0,1,1,0,1,0,14.350,32.250,0.000,16.750,0.000,775.900,1749.400,0.000,845.000,0.000,1,0,0,0,1,1,1,1,0,2.664,3.474,null,2.818,null,3.970,3,0
2,26,26,0,2,14.000,2,6,0.000,1,1,1,1,0,1,7.800,36.500,38.700,0.000,27.900,204.250,884.200,914.500,0.000,764.550,1,0,1,1,1,0,1,1,1,2.054,3.597,3.656,null,3.329,2.639,4,1
3,14,36,0,13,67.000,5,4,0.000,1,1,0,1,0,0,14.050,0.000,25.100,0.000,0.000,187.400,0.000,303.600,0.000,0.000,0,0,0,1,0,1,0,0,0,2.643,null,3.223,null,null,4.205,1,0
3,22,51,0,27,49.000,3,1,0.000,0,1,0,1,1,0,9.000,0.000,30.450,17.500,0.000,150.700,0.000,649.100,370.000,0.000,0,0,1,0,0,0,1,0,1,2.197,null,3.416,2.862,null,3.892,1,0
3,65,47,1,18,37.000,1,15,0.000,1,4,0,0,1,0,19.050,0.000,0.000,14.000,0.000,1174.600,0.000,0.000,900.000,0.000,0,0,0,0,0,0,0,0,0,2.947,null,null,2.639,null,3.611,1,0
3,26,45,0,18,33.000,1,9,0.000,0,1,1,0,1,0,9.600,24.250,0.000,11.250,0.000,285.350,563.500,0.000,295.000,0.000,0,0,0,0,0,0,0,1,0,2.262,3.188,null,2.420,null,3.497,1,0
1,20,37,0,5,46.000,3,10,0.000,1,4,0,1,1,1,4.900,0.000,44.600,6.250,41.350,91.550,0.000,878.000,90.000,815.800,1,1,1,1,1,0,1,1,1,1.589,null,3.798,1.833,3.722,3.829,4,0
2,67,60,1,32,93.000,1,21,0.000,0,4,0,1,1,0,18.850,0.000,32.000,42.750,0.000,1200.700,0.000,2189.800,2665.000,0.000,1,0,0,0,0,0,0,0,1,2.937,null,3.466,3.755,null,4.533,2,0
1,34,55,0,2,48.000,2,11,0.000,0,1,0,0,0,0,4.250,0.000,0.000,0.000,0.000,143.350,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.447,null,null,null,null,3.871,1,0
1,37,54,1,35,183.000,2,22,0.000,0,3,1,0,1,0,7.300,20.500,0.000,7.500,0.000,257.600,769.400,0.000,260.000,0.000,0,0,0,0,1,1,0,1,0,1.988,3.020,null,2.015,null,5.209,3,0
2,22,23,1,3,16.000,1,5,0.000,0,4,0,0,1,0,5.400,0.000,0.000,8.500,0.000,120.400,0.000,0.000,205.000,0.000,0,0,0,0,0,0,0,0,0,1.686,null,null,2.140,null,2.773,1,0
2,5,69,0,0,11.000,2,14,1.000,0,1,1,0,1,0,6.650,9.750,0.000,8.000,0.000,35.200,44.800,0.000,30.000,0.000,0,0,0,0,0,0,0,0,0,1.895,2.277,null,2.079,null,2.398,1,0
1,28,31,1,0,42.000,4,5,0.000,1,3,1,0,0,0,12.250,23.750,0.000,0.000,0.000,373.800,674.500,0.000,0.000,0.000,1,0,0,0,1,0,0,1,0,2.506,3.168,null,null,null,3.738,3,0
1,20,41,1,7,67.000,4,14,0.000,1,4,0,0,0,0,7.250,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.981,null,null,null,null,4.205,1,0
3,72,41,0,20,181.000,4,12,0.000,0,1,1,1,1,1,27.300,23.250,69.400,7.750,52.400,1963.950,1645.800,4980.800,520.000,3790.550,1,1,1,1,1,1,0,1,1,3.307,3.146,4.240,2.048,3.959,5.198,4,0
2,30,43,0,18,53.000,4,6,0.000,0,1,0,1,0,0,7.000,0.000,26.800,0.000,0.000,232.900,0.000,738.900,0.000,0.000,0,0,0,1,0,0,0,1,1,1.946,null,3.288,null,null,3.970,1,0
3,71,52,0,17,172.000,2,32,0.000,0,1,1,1,1,1,49.250,41.500,50.900,27.250,68.100,3599.300,3015.600,3469.150,1850.000,4828.200,1,1,1,1,1,1,1,1,0,3.897,3.726,3.930,3.305,4.221,5.147,4,0
2,56,44,0,24,87.000,2,19,0.000,0,1,1,0,1,0,14.750,42.250,0.000,16.250,0.000,822.250,2396.650,0.000,830.000,0.000,0,0,0,0,1,1,1,1,0,2.691,3.744,null,2.788,null,4.466,3,0
1,8,29,1,2,21.000,5,0,0.000,0,2,0,1,0,0,4.150,0.000,24.300,0.000,0.000,39.700,0.000,167.050,0.000,0.000,0,0,0,0,0,0,0,0,0,1.423,null,3.190,null,null,3.045,1,1
2,32,65,0,6,9.000,2,30,1.000,1,1,0,0,0,0,6.250,0.000,0.000,0.000,0.000,201.350,0.000,0.000,0.000,0.000,1,0,0,1,0,0,0,0,1,1.833,null,null,null,null,2.197,2,0
2,46,47,0,22,144.000,3,22,0.000,1,2,1,0,0,0,3.500,28.250,0.000,0.000,0.000,179.950,1284.550,0.000,0.000,0.000,0,0,0,0,0,1,1,1,0,1.253,3.341,null,null,null,4.970,3,1
3,60,45,1,23,117.000,4,11,0.000,0,3,1,1,1,1,12.400,28.000,51.700,19.500,52.900,755.700,1721.250,3035.750,1135.000,3094.650,1,1,1,1,1,1,1,1,1,2.518,3.332,3.945,2.970,3.968,4.762,4,0
2,42,32,1,0,59.000,4,4,0.000,1,6,1,1,1,1,16.700,38.250,53.450,22.750,72.600,681.500,1676.200,2253.950,880.000,2805.750,1,1,1,1,1,1,1,1,0,2.815,3.644,3.979,3.125,4.285,4.078,4,0
3,71,60,1,39,508.000,4,35,0.000,0,4,1,0,1,0,23.550,48.250,0.000,21.000,0.000,1665.600,3474.050,0.000,1465.000,0.000,1,1,1,0,1,1,1,1,0,3.159,3.876,null,3.045,null,6.230,4,0
2,72,63,1,40,222.000,2,43,1.000,1,2,1,0,1,0,81.550,62.250,0.000,15.500,0.000,5988.500,4439.250,0.000,1150.000,0.000,1,0,1,0,1,1,1,1,0,4.401,4.131,null,2.741,null,5.403,3,0
3,45,66,0,11,87.000,3,25,1.000,1,1,0,0,1,0,6.050,0.000,0.000,21.250,0.000,306.900,0.000,0.000,880.000,0.000,0,0,0,0,1,0,0,0,0,1.800,null,null,3.056,null,4.466,1,0
