,创建时间,地址,岗位,学历,工作经验,薪资水平
1154,2021-11-24 14:13:50,上海-浦东新区,python开发工程师,本科,2年经验,1-1.5万/月
1155,2021-11-24 11:29:42,宁波-高新区,Python开发工程师（周末双休、五险一金）,大专,2年经验,0.8-1万/月
1156,2021-11-24 11:03:28,成都-武侯区,Python开发工程师,大专,2年经验,0.8-1.5万/月
1157,2021-11-24 11:00:11,上海-浦东新区,Python开发工程师,本科,3-4年经验,1.8-3.5万/月
1158,2021-11-24 10:54:35,苏州-工业园区,Python开发工程师,本科,3-4年经验,1.5-2万/月
1159,2021-11-24 10:36:31,南京-玄武区,Python开发工程师,大专,2年经验,0.8-1万/月
1160,2021-11-24 10:06:08,深圳-宝安区,Python开发工程师,本科,3-4年经验,1.5-3万/月
1161,2021-11-24 09:27:08,武汉-武昌区,Python开发工程师,大专,2年经验,1-1.5万/月
1162,2021-11-24 09:35:12,上海-浦东新区,python工程师-通助部,本科,2年经验,1.5-2万/月
1163,2021-11-24 09:33:12,郑州,Python开发工程师助理,中专,无需经验,4.5-6千/月
1164,2021-11-24 09:03:32,济南-市中区,Python开发工程师,大专,1年经验,0.8-1万/月
1165,2021-11-24 08:43:30,宁波,Python工程师,大专,2年经验,1.2-1.8万/月
1166,2021-11-23 17:22:09,上海-徐汇区,Python开发工程师,大专,2年经验,1.5-2.5万/月
1167,2021-11-23 16:51:57,昆明-五华区,Python开发工程师急招,大专,2年经验,6-9千/月
1168,2021-11-23 15:52:35,上海-长宁区,Python开发工程师,大专,2年经验,1.5-2万/月
1169,2021-11-23 14:02:52,成都-武侯区,Python中高级开发工程师,大专,3-4年经验,0.9-1.3万/月
1170,2021-11-23 10:01:20,东莞-南城区,Python爬虫工程师,本科,3-4年经验,0.8-1万/月
1171,2021-11-23 09:25:02,深圳-宝安区,Python开发工程师,大专,1年经验,0.8-1万/月
1172,2021-11-23 09:17:22,合肥,Python开发工程师,本科,3-4年经验,1-1.5万/月
1173,2021-11-22 17:19:37,上海-浦东新区,python 开发工程师,本科,3-4年经验,2-3万/月
1174,2021-11-22 16:01:38,上海-闵行区,Python-GO高级工程师,本科,2年经验,1.5-2.5万/月
1175,2021-11-22 16:40:25,沈阳,Python开发工程师,大专,5-7年经验,1.2-2万/月
1176,2021-11-22 14:58:52,广州-白云区,"python/C#, .net软件工程师",本科,2年经验,0.7-1.4万/月
1177,2021-11-22 14:46:57,杭州-西湖区,Python开发工程师,大专,3-4年经验,1.5-2万/月
1178,2021-11-22 14:00:01,上海-浦东新区,Python开发工程师,本科,2年经验,1-2万/月
1179,2021-11-22 13:56:17,深圳-南山区,Python开发工程师,本科,3-4年经验,1.5-2万/月
1180,2021-11-22 11:37:49,南京-雨花台区,Python开发工程师,本科,3-4年经验,1-1.5万/月
1181,2021-11-22 10:08:17,上海-浦东新区,30万求Python开发工程师,本科,2年经验,1.5-2.5万/月
1182,2021-11-22 10:49:31,烟台,Python开发工程师,本科,2年经验,0.6-1.2万/月
1183,2021-11-22 10:00:01,天津-滨海新区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
1184,2021-11-22 04:00:38,南京-秦淮区,Python开发工程师,本科,3-4年经验,1.5-2万/月
1185,2021-11-21 21:00:01,北京,Python开发,本科,2年经验,
1186,2021-11-21 20:25:26,深圳-南山区,Python高级开发工程师,大专,5-7年经验,1.5-2.5万/月
1187,2021-11-21 17:00:01,北京-朝阳区,Python Developer,本科,5-7年经验,30-40万/年
1188,2021-11-21 16:00:01,杭州-余杭区,Python开发工程师,本科,3-4年经验,1-1.8万/月
1189,2021-11-21 13:00:01,上海-杨浦区,Python高级开发工程师（数据处理）,本科,3-4年经验,1.5-2.5万/月
1190,2021-11-21 04:00:44,深圳-南山区,Python开发工程师,大专,1年经验,1.2-2.2万/月
1191,2021-11-21 04:00:44,南京-浦口区,Python开发工程师,本科,1年经验,0.8-1.3万/月
1192,2021-11-20 19:02:59,广州-黄埔区,Python开发工程师,大专,2年经验,1-1.5万/月
1193,2021-11-20 17:33:31,深圳-龙岗区,编程/Scratch/Python老师（上市平台）,本科,1年经验,1-1.5万/月
1194,2021-11-20 17:00:01,长沙-岳麓区,Python开发工程师,大专,1年经验,0.9-1.6万/月
1195,2021-11-20 14:00:01,广州-黄埔区,Python开发工程师,本科,2年经验,0.8-1万/月
1196,2021-11-20 11:00:01,深圳-宝安区,python爬虫工程师,大专,2年经验,0.8-1.6万/月
1197,2021-11-19 18:06:45,深圳-宝安区,Python开发工程师,大专,3-4年经验,0.9-1.5万/月
1198,2021-11-19 17:19:25,南京,Python开发工程师（非外包）,大专,1年经验,1-1.5万/月
1199,2021-11-19 16:17:29,北京-西城区,Python开发工程师,本科,3-4年经验,1-1.8万/月
1200,2021-11-19 15:00:01,武汉-江夏区,Python爬虫开发工程师,本科,3-4年经验,1-2万/月
1201,2021-11-19 13:33:48,苏州-工业园区,Python助理工程师,大专,无需经验,4-7千/月
1202,2021-11-19 11:10:51,杭州-滨江区,Python爬虫工程师,本科,3-4年经验,0.8-1.5万/月
1203,2021-11-19 09:56:31,武汉-洪山区,Python开发工程师,本科,3-4年经验,12-20万/年
1204,2021-11-19 09:46:47,西安-雁塔区,Python研发工程师,本科,3-4年经验,0.6-1.5万/月
1205,2021-11-19 09:22:13,深圳-宝安区,python助理工程师,本科,无需经验,0.7-1万/月
1206,2021-11-19 08:56:50,东莞-南城区,Python开发工程师,本科,1年经验,0.8-1万/月
1207,2021-11-18 08:33:18,江门,软件开发工程师(python),大专,1年经验,4.2-9千/月
1208,2021-11-17 17:42:58,杭州-滨江区,Python开发工程师,本科,3-4年经验,1.1-2.2万/月
1209,2021-11-17 15:38:21,珠海,Python研发工程师,大专,2年经验,1-1.5万/月
1210,2021-11-17 15:54:10,上海-普陀区,Python Developer,本科,3-4年经验,1.5-2万/月
1211,2021-11-17 15:00:01,上海,Python开发工程师,本科,3-4年经验,1.5-2万/月
1212,2021-11-17 14:03:05,武汉-洪山区,Python工程师,本科,3-4年经验,1-1.5万/月
1213,2021-11-17 14:30:10,广州-黄埔区,Python开发工程师（图像算法方向）,本科,3-4年经验,1.5-2万/月
1214,2021-11-17 10:07:11,大连-沙河口区,高级Python开发工程师,大专,5-7年经验,1-2万/月
1215,2021-11-17 09:21:54,广州-天河区,爬虫开发工程师（优先go，python，nodejs）,本科,3-4年经验,1.5-3万/月
1216,2021-11-17 09:17:04,深圳-南山区,Python开发工程师,招2人,3-4年经验,0.8-1.3万/月
1217,2021-11-17 09:01:10,昆明,Python/C++/开发/工程师/架构/金融,本科,无需经验,4.5-6千/月
1218,2021-11-16 16:23:31,上海-浦东新区,Python开发工程师,本科,2年经验,1-1.6万/月
1219,2021-11-16 15:35:22,成都-武侯区,Python开发工程师,本科,1年经验,1-1.5万/月
1220,2021-11-16 14:53:45,成都-高新区,Python开发工程师+天府三街,本科,2年经验,1-1.5万/月
1221,2021-11-16 11:07:05,上海-嘉定区,Python开发工程师,大专,3-4年经验,2-2.7万/月
1222,2021-11-16 11:04:07,杭州-滨江区,Python Web开发工程师,本科,3-4年经验,1.5-1.8万/月
1223,2021-11-16 10:43:17,昆山,Python开发工程师,大专,2年经验,1-1.5万/月
1224,2021-11-16 09:20:01,成都,Python开发工程师,本科,1年经验,0.7-1.5万/月
1225,2021-11-16 09:58:55,广州-天河区,Python开发工程师,大专,3-4年经验,1.4-1.6万/月
1226,2021-11-16 04:00:39,上海-浦东新区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
1227,2021-11-15 19:55:48,深圳-南山区,Python开发工程师,本科,2年经验,1-1.5万/月
1228,2021-11-15 18:00:01,深圳-宝安区,Python量化工程师,大专,3-4年经验,1.3-2万/月
1229,2021-11-15 17:00:01,大连,Software Developer(python developer),本科,3-4年经验,0.7-1.3万/月
1230,2021-11-15 16:00:01,南京-建邺区,Python开发工程师,本科,3-4年经验,1-1.5万/月
1231,2021-11-15 14:00:01,北京-石景山区,Python开发工程师,本科,5-7年经验,2-2.5万/月
1232,2021-11-15 13:28:48,无锡-锡山区,软件工程师（python网站后端）,本科,3-4年经验,0.8-1.6万/月
1233,2021-11-15 11:03:09,上海,Python开发工程师,大专,3-4年经验,2-3万/月
1234,2021-11-15 11:09:47,大连-中山区,Python数据处理工程师,大专,3-4年经验,0.6-1万/月
1235,2021-11-15 09:29:29,上海-徐汇区,Python web开发工程师,本科,2年经验,1-1.5万/月
1236,2021-11-15 08:50:43,深圳,Python,本科,5-7年经验,3-6万/月
1237,2021-11-15 04:00:39,武汉-洪山区,光谷地铁口高薪 Python工程师 不加班,大专,5-7年经验,1-1.5万/月
1238,2021-11-14 14:00:01,上海-闵行区,Python开发工程师,本科,2年经验,1.1-2万/月
1239,2021-11-14 09:00:01,南昌-红谷滩新区,Python网络爬虫工程师,大专,1年经验,0.8-1万/月
1240,2021-11-13 23:00:01,上海-浦东新区,Python开发工程师,本科,3-4年经验,30-48万/年
1241,2021-11-13 20:00:01,淮北,Python程序设计专任教师,硕士,无需经验,4.5-6千/月
1242,2021-11-13 18:00:01,武汉,Python开发工程师,本科,5-7年经验,1.2-2万/月
1243,2021-11-13 14:00:01,大连-高新园区,Python开发工程师,本科,2年经验,0.8-1万/月
1244,2021-11-13 11:28:45,广州-天河区,Python开发工程师,大专,1年经验,4.5-6千/月
1245,2021-11-13 10:22:39,郴州,Python开发工程师,大专,2年经验,0.5-1万/月
1246,2021-11-13 04:00:45,深圳-宝安区,Python开发助理（双休）,大专,无需经验,7.5-8千/月
1247,2021-11-13 04:00:45,南京-浦口区,Python开发工程师,大专,1年经验,0.8-1.2万/月
1248,2021-11-12 23:46:18,上海-浦东新区,Python开发工程师,本科,3-4年经验,0.9-1.5万/月
1249,2021-11-12 16:00:01,许昌,Python开发工程师,本科,2年经验,0.8-1.2万/月
1250,2021-11-12 16:00:01,北京-海淀区,Python高级开发工程师,硕士,3-4年经验,1.5-2万/月
1251,2021-11-12 16:05:07,广州-番禺区,Python开发工程师 (MJ000114),本科,5-7年经验,1.5-2万/月
1252,2021-11-12 11:21:50,无锡-无锡新区,Python开发工程师,本科,3-4年经验,0.6-1万/月
1253,2021-11-12 11:00:01,苏州-工业园区,Python开发工程师,本科,1年经验,0.8-2万/月
1254,2021-11-12 11:00:01,上海-浦东新区,Python开发工程师（nlp）,本科,2年经验,1.5-2万/月
1255,2021-11-12 10:08:28,广州-黄埔区,Python后端开发工程师,大专,2年经验,0.7-1.5万/月
1256,2021-11-12 10:30:35,上海-普陀区,Python开发工程师,大专,5-7年经验,1.5-2.5万/月
1257,2021-11-12 09:47:21,南京-雨花台区,Python开发工程师,本科,2年经验,1-2万/月
1258,2021-11-12 09:30:09,上海-浦东新区,Python开发工程师,本科,5-7年经验,1.5-2万/月
1259,2021-11-12 09:09:46,西安-雁塔区,Python技术开发,大专,2年经验,0.8-1.4万/月
1260,2021-11-11 17:27:02,西安-雁塔区,python后台开发工程师,大专,2年经验,0.7-2万/月
1261,2021-11-11 16:00:01,深圳-南山区,Python开发工程师,本科,2年经验,1-1.5万/月
1262,2021-11-11 15:30:58,长沙,Python开发工程师,本科,2年经验,13-24万/年
1263,2021-11-11 15:05:35,深圳,Python开发工程师,大专,3-4年经验,1.2-1.8万/月
1264,2021-11-11 10:17:30,深圳-南山区,Python开发工程师+双休+包吃,大专,2年经验,1-2万/月
1265,2021-11-11 09:20:48,广州-天河区,Python高级开发工程师,大专,1年经验,0.8-1.2万/月
1266,2021-11-11 09:00:10,北京-大兴区,Python开发工程师,大专,无需经验,0.8-1万/月
1267,2021-11-10 17:23:50,长沙-天心区,Python高级开发工程师,大专,5-7年经验,1.2-2.4万/月
1268,2021-11-10 16:32:22,深圳-南山区,python开发工程师,本科,2年经验,1.2-1.5万/月
1269,2021-11-10 16:24:08,深圳-南山区,Python高级开发工程师,本科,3-4年经验,1-2万/月
1270,2021-11-10 14:01:26,深圳-南山区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
1271,2021-11-10 13:49:36,北京-海淀区,Python开发工程师,本科,3-4年经验,1.3-2.2万/月
1272,2021-11-10 11:06:24,深圳-南山区,Python工程师 (MJ000527),本科,3-4年经验,1.5-2.5万/月
1273,2021-11-10 09:09:37,合肥-蜀山区,Python开发工程师,大专,3-4年经验,1-2万/月
1274,2021-11-09 13:41:22,青岛-市北区,Python开发工程师,大专,2年经验,0.8-1.3万/月
1275,2021-11-09 10:39:00,杭州,Python开发工程师,硕士,3-4年经验,1-1.5万/月
1276,2021-11-09 10:16:36,上海-杨浦区,软件开发工程师 Python,本科,3-4年经验,2-4万/月
1277,2021-11-08 17:00:01,合肥-蜀山区,Python爬虫工程师 13薪 双休,本科,1年经验,0.7-1.2万/月
1278,2021-11-08 17:00:01,深圳,Senior Developer - Innovation Solutions (Python),本科,无需经验,3.5-5.5万/月
1279,2021-11-08 14:08:57,上海-徐汇区,Python开发工程师,本科,1年经验,1-1.5万/月
1280,2021-11-08 11:48:34,深圳-福田区,Python开发工程师,大专,2年经验,1.5-2万/月
1281,2021-11-08 09:00:01,北京-朝阳区,Python高级开发工程师,本科,5-7年经验,2-4万/月
1282,2021-11-08 04:00:39,上海-闵行区,Python后端开发,大专,3-4年经验,1.6-2.5万/月
1283,2021-11-07 04:00:42,深圳-宝安区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
1284,2021-11-06 10:00:01,无锡-无锡新区,Python开发工程师,本科,3-4年经验,6-8千/月
1285,2021-11-06 09:00:01,北京-朝阳区,Python工程师,本科,1年经验,1-2万/月
1286,2021-11-05 16:10:31,西安-雁塔区,python 建模工程师,本科,3-4年经验,0.6-1.2万/月
1287,2021-11-05 15:45:03,苏州-工业园区,Python工程师,本科,1年经验,16-20万/年
1288,2021-11-05 15:25:29,长沙-天心区,Java&Python工程师,大专,无需经验,5-7千/月
1289,2021-11-05 14:00:01,苏州-工业园区,Python开发工程师,大专,1年经验,1-1.5万/月
1290,2021-11-05 13:00:01,深圳-罗湖区,Python开发工程师,大专,3-4年经验,1-1.5万/月
1291,2021-11-05 11:00:01,深圳,Python开发工程师,本科,1年经验,1.5-2万/月
1292,2021-11-05 10:51:40,深圳,Python 开发工程师,本科,3-4年经验,1.5-2万/月
1293,2021-11-05 10:18:55,南京-雨花台区,Python开发工程师,本科,1年经验,0.8-1.4万/月
1294,2021-11-05 04:00:46,深圳-南山区,Python后端工程师,大专,1年经验,0.8-1万/月
1295,2021-11-04 11:17:04,杭州-西湖区,Python爬虫工程师,大专,3-4年经验,1.5-2万/月
1296,2021-11-04 08:42:44,上海-杨浦区,python 资深开发工程师,本科,2年经验,3-6万/月
1297,2021-11-03 17:39:14,北京-海淀区,Python开发工程师,本科,3-4年经验,1.5-2.2万/月
1298,2021-11-03 14:20:07,上海-浦东新区,初级Python/R开发工程师,大专,1年经验,0.8-1万/月
1299,2021-11-03 14:16:19,上海,数据开发工程师/java/python数据工程师（辞书出版社）,本科,无需经验,1-1.5万/月
1300,2021-11-03 13:47:39,北京-海淀区,Python开发工程师,本科,1年经验,0.7-1.4万/月
1301,2021-11-02 17:53:37,广州-番禺区,Python开发工程师,招若干人,3-4年经验,1-1.5万/月
1302,2021-11-02 17:00:01,长沙-雨花区,python工程师,大专,2年经验,0.8-1.3万/月
1303,2021-11-02 15:29:18,南京-雨花台区,Python后端开发工程师(4HSP),本科,3-4年经验,1-2万/月
1304,2021-11-02 11:00:01,苏州-工业园区,Python高级开发工程师,本科,5-7年经验,1.6-2.2万/月
1305,2021-11-02 09:11:03,北京-石景山区,Python开发工程师,大专,3-4年经验,1.5-1.7万/月
1306,2021-11-02 08:34:45,上海-杨浦区,Python开发工程师,本科,1年经验,1.5-2万/月
1307,2021-11-02 04:00:40,深圳-福田区,Python后端开发工程师,本科,2年经验,3-5万/月
1308,2021-11-02 04:00:40,杭州-滨江区,python全栈工程师,本科,1年经验,0.8-1.3万/月
1309,2021-11-01 17:19:56,深圳-南山区,python开发助理,大专,无需经验,6-8千/月
1310,2021-11-01 16:12:43,上海-浦东新区,Python开发工程师,本科,1年经验,0.8-1.5万/月
1311,2021-11-01 13:24:30,杭州-萧山区,Python开发工程师(002128)副本,本科,3-4年经验,1-2万/月
1312,2021-11-01 11:00:01,苏州-虎丘区,Python开发工程师,本科,1年经验,1-1.5万/月
1313,2021-10-29 18:20:59,郑州-金水区,Python开发工程师,大专,1年经验,0.8-1万/月
1314,2021-10-29 17:30:15,上海-浦东新区,Python开发工程师,本科,1年经验,1-2万/月
1315,2021-10-29 13:39:42,上海-青浦区,python,本科,1年经验,1-1.5万/月
1316,2021-10-29 12:01:33,北京-西城区,Python高级开发工程师,本科,5-7年经验,2-4万/月
1317,2021-10-29 11:11:12,上海-闵行区,Python开发工程师,本科,2年经验,1.5-2万/月
1318,2021-10-29 09:59:43,深圳,Python高级开发工程师,本科,5-7年经验,2-2.5万/月
1319,2021-10-28 19:05:36,深圳-南山区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
1320,2021-10-28 17:30:11,南京-鼓楼区,Python开发工程师,本科,3-4年经验,0.8-1.4万/月
1321,2021-10-28 17:09:53,上海,Python开发工程师,本科,5-7年经验,1-1.5万/月
1322,2021-10-28 16:39:47,杭州-滨江区,后端软件开发Python,本科,3-4年经验,18-20万/年
1323,2021-10-28 11:07:02,北京-海淀区,python数据工程师,大专,1年经验,0.7-1.2万/月
1324,2021-10-28 11:03:52,上海-徐汇区,Python开发工程师,本科,2年经验,1-1.5万/月
1325,2021-10-28 09:51:05,深圳-宝安区,python 后端工程师,本科,2年经验,1-1.5万/月
1326,2021-10-28 09:32:31,深圳-南山区,Python高级开发工程师,大专,3-4年经验,1.8-3万/月
1327,2021-10-28 09:28:27,昆明,python初中级工程师,大专,1年经验,6-8千/月
1328,2021-12-28 13:41:03,天津-滨海新区,UEFI BIOS 软件开发工程师,本科,1年经验,1.5-2.5万/月
1329,2021-12-28 14:13:12,珠海-香洲区,信息安全技术工程师-艾派克,本科,2年经验,1-1.5万/月
1330,2021-12-28 14:11:37,上海-宝山区,爬虫工程师,本科,3-4年经验,1.8-2.5万/月
1331,2021-12-28 14:06:56,东莞,Principal Software Engineer Factory Automation,本科,3-4年经验,3-4万/月
1332,2021-12-28 13:48:34,杭州-西湖区,数据开发工程师,本科,2年经验,2.5-3万/月
1333,2021-12-28 13:46:49,深圳-南山区,数值计算研发工程师S-01,硕士,无需经验,2.5-4万/月
1334,2021-12-28 13:43:51,成都-龙泉驿区,软件应用开发工程师,大专,2年经验,0.8-1.5万/月
1335,2021-12-28 13:40:56,无锡,Java开发工程师,大专,1年经验,0.6-1万/月
1336,2021-12-28 13:40:24,北京-海淀区,嵌入式软件工程师,本科,3-4年经验,1.5-3万/月
1337,2021-12-28 13:38:37,上海-静安区,高级技术工程师,大专,5-7年经验,1.5-2.5万/月
1338,2021-12-28 13:33:38,南京-秦淮区,高级C++开发工程师,本科,3-4年经验,1.5-2.5万/月
1339,2021-12-28 13:30:14,苏州-工业园区,Software Engineer,本科,3-4年经验,1.5-2万/月
1340,2021-12-28 13:25:46,大连-高新园区,软件开发实习生,大专,无需经验,3-4.5千/月
1341,2021-12-28 11:51:03,上海-浦东新区,后端开发程序员,本科,3-4年经验,1.2-2.2万/月
1342,2021-12-28 11:42:31,北京-朝阳区,高级软件工程师（机器人运功控制）,本科,3-4年经验,2.5-3.5万/月
1343,2021-12-28 11:42:27,苏州-相城区,教研软件工程师,大专,无需经验,6-8千/月
1344,2021-12-28 11:32:06,深圳-南山区,大数据开发工程师,本科,3-4年经验,1.5-2.5万/月
1345,2021-12-28 11:31:33,徐州-泉山区,大数据实时数据开发工程师,本科,3-4年经验,1.5-2万/月
1346,2021-12-28 11:30:55,杭州-钱塘区,研发管理岗,本科,3-4年经验,1.5-2万/月
1347,2021-12-28 11:22:13,苏州-工业园区,Senior Software Developer,本科,2年经验,1-2万/月
1348,2021-12-28 11:17:42,郑州-管城回族区,DevOps开发工程师,大专,3-4年经验,1.2-1.5万/月
1349,2021-12-28 11:13:44,广州,PHP开发工程师（SDK经验）,大专,1年经验,1-1.5万/月
1350,2021-12-28 11:06:34,广州-天河区,大数据开发岗,本科,1年经验,0.8-1万/月
1351,2021-12-28 11:06:15,长沙-长沙县,软件工程师,本科,2年经验,0.6-1万/月
1352,2021-12-28 11:00:01,合肥,软件工程师,本科,3-4年经验,10-20万/年
1353,2021-12-28 10:28:26,上海-浦东新区,工业大数据开发与集成应用工程师,本科,无需经验,0.8-1.5万/月
1354,2021-12-28 10:27:49,上海-静安区,Java开发工程师,本科,3-4年经验,1.5-2万/月
1355,2021-12-28 10:25:55,上海-浦东新区,大数据开发工程师,大专,2年经验,1-1.8万/月
1356,2021-12-28 10:23:30,南京-建邺区,高级Java研发工程师,本科,5-7年经验,1.5-2万/月
1357,2021-12-28 10:22:12,上海-静安区,软件工程师,大专,1年经验,0.6-1万/月
1358,2021-12-28 10:08:57,苏州-工业园区,软件工程师,本科,1年经验,0.7-1.4万/月
1359,2021-12-28 10:08:37,天津-南开区,Web开发工程师,大专,2年经验,3-4.5千/月
1360,2021-12-28 10:03:13,上海-闵行区,Java开发工程师,本科,3-4年经验,1.5-2万/月
1361,2021-12-28 10:03:00,上海-徐汇区,ETL开发工程师,本科,2年经验,1-1.5万/月
1362,2021-12-28 10:02:36,济宁,系统运营工程师,大专,3-4年经验,4-7千/月
1363,2021-12-28 10:02:10,新乡,物联网开发工程师,大专,1年经验,4-8千/月
1364,2021-12-28 10:02:01,上海-闵行区,Linux开发工程师,本科,2年经验,20-40万/年
1365,2021-12-28 10:00:01,常熟,爬虫开发工程师,大专,1年经验,0.7-1.4万/月
1366,2021-12-28 10:00:01,佛山-顺德区,Java后台开发工程师,大专,2年经验,1-2万/月
1367,2021-12-28 09:55:41,济南,Java开发工程师,本科,3-4年经验,1-2万/月
1368,2021-12-28 09:53:41,深圳-南山区,GO后台开发工程师,本科,5-7年经验,1.8-2.5万/月
1369,2021-12-28 09:51:36,海宁,CFD软件开发工程师,本科,1年经验,2-4万/月
1370,2021-12-28 09:34:02,广州-番禺区,C++开发工程师,大专,2年经验,0.6-1万/月
1371,2021-12-28 09:26:06,上海-长宁区,物联网开发工程师,本科,3-4年经验,1.5-2万/月
1372,2021-12-28 09:04:32,杭州-富阳区,SLAM算法工程师,硕士,3-4年经验,2.5-4.5万/月
1373,2021-12-28 09:01:16,上海-浦东新区,Software QA Engineer - Staff,本科,5-7年经验,3-5万/月
1374,2021-12-28 09:01:08,北京-朝阳区,资深爬虫工程师（爬虫专家）,本科,5-7年经验,4-6万/月
1375,2021-12-28 09:00:01,上海,大数据开发经理,本科,8-9年经验,3-4.5万/月
1376,2021-12-28 08:59:08,无锡-滨湖区,软件工程师（国产操作系统）,本科,3-4年经验,15-25万/年
1377,2021-12-28 08:58:24,深圳-龙岗区,PHP后台开发工程师,大专,3-4年经验,1.5-2万/月
1378,2021-12-28 08:15:37,上海-松江区,自駕車落地方案研發專員/工程師,硕士,2年经验,0.8-1万/月
1379,2021-12-28 08:00:21,上海,PHP后端开发工程师,本科,1年经验,0.8-1.2万/月
1380,2021-12-28 08:00:17,上海-徐汇区,初级软件开发工程师,本科,1年经验,1-1.5万/月
1381,2021-12-28 08:00:08,无锡-滨湖区,EAP工程师,大专,2年经验,0.8-1.5万/月
1382,2021-12-28 08:00:06,南通-崇川区,系统架构师（软件开发）,本科,5-7年经验,2-6万/月
1383,2021-12-28 08:00:03,上海-浦东新区,linux工程师-上海张江-00129,大专,2年经验,4.5-7千/月
1384,2021-12-28 04:59:12,杭州,后端工程师,本科,1年经验,0.8-1.5万/月
1385,2021-12-28 04:59:00,杭州,002Java开发工程师,本科,2年经验,1-1.5万/月
1386,2021-12-28 04:42:42,深圳,嵌入式开发工程师,本科,3-4年经验,1.5-2.2万/月
1387,2021-12-28 04:42:30,深圳,软件工程师（区块链方向）,本科,2年经验,1.5-2万/月
1388,2021-12-28 04:42:09,深圳,量化开发工程师,本科,3-4年经验,2.5-5万/月
1389,2021-12-28 04:41:44,深圳,高级嵌入式开发工程师,本科,2年经验,1.8-3万/月
1390,2021-12-28 04:34:18,宁波,003Phthon开发工程师（社招）,大专,2年经验,0.4-1.2万/月
1391,2021-12-28 04:33:54,宁波,PHP工程师,本科,2年经验,1-1.5万/月
1392,2021-12-28 04:27:35,南通,软件工程师,大专,无需经验,5-7千/月
1393,2021-12-28 04:19:56,东莞,001Golang开发工程师,本科,1年经验,0.6-1.1万/月
1394,2021-12-28 04:19:36,深圳,C++（深圳）,本科,2年经验,1.5-2万/月
1395,2021-12-28 04:08:06,上海,C/C++软件工程师,本科,2年经验,0.7-1.3万/月
1396,2021-12-28 04:07:37,上海,工业物联网开发工程师,大专,2年经验,0.7-1.5万/月
1397,2021-12-28 04:07:31,上海,Linux系统工程师,本科,无需经验,1-1.5万/月
1398,2021-12-28 07:03:15,杭州,云智能-大计算集群系统研发专家-杭州/北京,本科,5-7年经验,
1399,2021-12-28 04:00:33,苏州,.NET软件开发工程师,大专,2年经验,1-1.5万/月
1400,2021-12-28 14:06:38,深圳-南山区,GO开发工程师-2-5万-15薪,本科,3-4年经验,2.5-5万/月
1401,2021-12-28 13:07:04,北京-昌平区,LINUX嵌入式开发工程师,本科,1年经验,0.8-1.5万/月
1402,2021-12-28 13:04:14,上海-徐汇区,嵌入式系统软件研发工程师,本科,3-4年经验,1.5-2万/月
1403,2021-12-28 12:07:03,佛山,Java后台开发工程师,本科,2年经验,0.8-1.5万/月
1404,2021-12-28 11:53:33,北京,无线工具软件研发工程师,本科,3-4年经验,2-3.5万/月
1405,2021-12-28 11:50:30,南京-建邺区,后端工程师,本科,3-4年经验,0.6-1万/月
1406,2021-12-28 11:45:34,上海-浦东新区,软件开发/测试工程师,本科,2年经验,1.8-3.2万/月
1407,2021-12-28 11:39:52,广州-天河区,爬虫开发工程师,大专,1年经验,0.8-1.2万/月
1408,2021-12-28 11:33:48,上海-徐汇区,软件工程师,本科,2年经验,1.2-1.5万/月
1409,2021-12-28 11:21:53,河源,软件开发工程师,中专,2年经验,6-8千/月
1410,2021-12-28 10:55:21,上海-浦东新区,C++中级开发工程师,本科,3-4年经验,1.5-2万/月
1411,2021-12-28 10:44:05,广州-黄埔区,高级IoT工程师 / java架构师,本科,8-9年经验,2.5-3.5万/月
1412,2021-12-28 10:40:51,上海-浦东新区,工业软件设计,大专,1年经验,1-1.5万/月
1413,2021-12-28 10:28:58,南京-雨花台区,云计算工程师,硕士,3-4年经验,2-4万/月
1414,2021-12-28 10:26:10,无锡-无锡新区,对日软件工程师,本科,1年经验,0.7-1.5万/月
1415,2021-12-28 10:21:36,深圳-南山区,大数据开发工程师,本科,无需经验,2.5-3万/月
1416,2021-12-28 10:20:44,襄阳,嵌入式软件工程师,本科,无需经验,5-8千/月
1417,2021-12-28 10:18:11,深圳-南山区,Java高级开发工程师,本科,3-4年经验,1.6-2万/月
1418,2021-12-28 10:14:39,珠海-香洲区,全栈开发工程师,本科,3-4年经验,0.8-1.2万/月
1419,2021-12-28 10:05:04,广州-海珠区,流程技术,大专,2年经验,1.2-2.2万/月
1420,2021-12-28 10:01:45,深圳-南山区,Linux系统开发工程师,本科,5-7年经验,2-4万/月
1421,2021-12-28 10:01:12,上海-虹口区,全栈软件工程师,本科,2年经验,1.5-2.5万/月
1422,2021-12-28 09:59:30,上海-长宁区,java开发工程师,本科,3-4年经验,1.5-3万/月
1423,2021-12-28 09:58:41,苏州-工业园区,Java开发工程师,本科,3-4年经验,1.5-2.5万/月
1424,2021-12-28 09:58:18,南京-浦口区,软件工程师,本科,1年经验,1.5-2万/月
1425,2021-12-28 09:55:13,成都-高新区,C/C++开发工程师,本科,3-4年经验,1.2-1.8万/月
