price,introduction,icon
11.80,塔菲克 弯头type-c数据线5A快充适用新款华为小米一加手机快速充电 Type-C【深空灰】充电不挡手|一条装 2m,塔菲克官方旗舰店
89.00,米纶斯 加长一拖三数据线三合一手机充电线器6A超级快充三线多头苹果安卓万能华为三头车载三口 臻黑金1.88米【6A超级快充1小时充满】,米纶斯旗舰店
59.00,Anker安克MFi认证苹果数据线通用手机快充USB充电器线iPhone12/11/SE2/XR手机 白色 0.9米,Anker旗舰店
40.90,摩力小象 type-c 6A 66W快充适用华为p30手机充电线数据线 type-c 6a 2m,摩力小象旗舰店
23.80,适用于vivox27数据线快充iqoo x60 s9闪充z5手机x50长x30充电线器pro jce 【一条装当日/次日达】type-c闪充数据充电线 1米,jce手机配件旗舰店
39.90,"京东超市
苹果数据线充电器线手机快充线USB电源线适用iPhone12/13/11/xr/6s/7/8p机乐堂 苹果1米快充线【全国联保+一年换新】2条装",机乐堂京东自营旗舰店
118.00,"京东超市
【次日达】华为手表充电器原装底座GT丨GT2丨GT2e丨荣耀手表通用闪冲磁吸式充电器底座 华为手表【原装充电器】+华为充电头",梓豪数码专营店
13.00,适用红米k30数据线快充至尊纪念版k30pro小米K30s充电线33W极速闪充10xpro超琰10S 1米快充1条,智客数码专营店
46.80,"京东超市
苹果数据线厡装充电线充电器头手机快充套装iPhoneX 12 11 8 7p 6s 13尊匠 lightning扁口充电器线-1米",尊匠京东自营官方旗舰店
28.00,"京东超市
标森苹果数据线pd快充线USB-C充电线手机iPad适用iphone 13/12/11/X原装 苹果快充【1米-闪充版】",标森旗舰店
33.80,五浩 type-c数据线加长5m快充适用华为安卓vivo小米OPPO荣耀USB手机充电线器套装超长线 5米【黑金】type-c,亦恒手机配件专营店
5.90,纽曼 （Newmine） Type-C数据线 USB-C安卓手机充电器线 1米 适用小米/华为Mate40/荣耀10,纽曼手机配件京东自营旗舰店
16.00,适用iqoo3数据线vivoiqoo5充电线44W闪充55W手机neo3 NEX3S Z1快充超琰 Type-c闪充胶囊线1米,隆迈手机配件专营店
45.00,绿联 苹果数据线快充MFi认证通用iPhone13/12/11/XR/iPad平板手机充电线充电器 苹果MFi认证快充线 1米,绿联旗舰店
49.90,努比亚 MFi认证苹果快充PD20W数据线通用iPhone13/12/11/Promax手机Type-C to Lightning充电线USB-C线 1米白,努比亚京东自营旗舰店
32.00,"京东超市
倍思 100W双头Type-c数据线PD快充适用华为oppo三星小米vivo一加手机5a充电器充电线 【100W大功率+/平板/笔记本通用】2米灰黑",倍思旗舰店
price,introduction,icon
29.80,品胜 数据线三合一苹果安卓Type-c手机快充电线器多功能一拖三多头适用iPhone华为小米平板车载 【三口同充不伤机】弹窗包赔 1米深海蓝,品胜数码旗舰店
5.90,小米数据线 快充小米11 10 9 Note9 k20k30K40pro红米手机充电线千造 小米type-c,千造旗舰店
106.90,FREEPORT三合一数据线5A/6A快充66W/40W支持苹果Type-c安卓手机iPhone12 【苹果/安卓/Type-c】66W快充【1.2米】,FREEPORT旗舰店
29.00,"京东超市
vivo数据线原装S6闪充2A快充线手机Y50 Y9s安卓Type-C充电线Y73S y53s vivo原装Type-c-2A",酷虎数码专营店
10.90,OKSJ 苹果数据线iPad充电器线快充 适用原装iPhone12/11pro/max/xr/xs/8Plus/7p/6/6S/5USB 镀金1.2米,OKSJ京东自营旗舰店
26.00,"京东超市
白狗适用iQOO5充电线Neo5/Pro快充vivox60数据线iqoo7/3/z1/u3闪充855 1米装冲电器线超级闪充 vivo iQOO闪充",白狗官方旗舰店
23.80,【次日达加长可选】小米Type-c闪充专用充电线手机数据线,jce手机配件旗舰店
18.80,倍思 苹果数据线2条套装 支持iphone13mini\/iPad Air\/mini手机充电线 【苹果】2条装 1.5米-白色,品畅手机配件专营店
19.90,倍思 type-c数据线适用华为充电线p40/p20小米8三星一加vivo手机5a快充线充电器线 【2条装】1.5米 白色,倍思旗舰店
18.90,京东京造 Type-C数据线 USB安卓充电线 快充手机转接头 充电器电源线 支持华为P9/P10/P20/Mate10 1.2米黑,京东京造官方自营旗舰店
23.00,适用华为nova5pro充电线nova3超级快充8加长7se手机nova6数据线5快速充电器线jce 【当日/次日达】type-c快充充电线1米,jce手机配件旗舰店
18.80,品胜一拖三数据线三合一66W超级快充多头多功能充电器线套装三头车载平板闪充13/12/华为 三合一线 (1米）【分线20公分】 一年质保,欣普欣官方旗舰店
32.00,【苹果专用】超耐用牛仔线⚡快充高颜值⚡久用不坏质保2年,monqiqi旗舰店
49.00,"京东超市
华为原装6A数据线Type-C手机充电66W超级快充Mate40Pro+RS Nova9荣耀5060 华为原装 6A 超级快充Type-C",秦唐宋数码专营店
9.80,索聚 Type-c数据线华为5A手机充电线P30p40 pro Mate30小米8\/9荣耀20快充 1条装 【1米】Type-C 5A闪充线,索聚旗舰店
18.00,vivo原装数据线闪充充电线X21X23X20X9X7u1安卓快充vivoy67y85 vivo原装闪充,vivo华驰诚专卖店
19.90,科沃 苹果13充电器快充套装PD20w兼容18W手机适用于iphone12/11pro/SE2/Xs/XR/8plus/ipad充电头,科沃（KOVOL）京东自营旗舰店
49.00,"京东超市
倍思 磁吸100W双type-c数据线适用小米vivo一加oppo三星华为手机笔记本PD快充充电器线 磁吸100W【|笔记本通用】1.5米 黑色",倍思旗舰店
198.00,优享仕苹果12数据线三合一充电线器拖三伸缩手机快充适用华为安卓多功能万能通用多头闪充头二车载冲WT. 红色,优享仕数码专营店
16.90,悦米 Type-C数据线双头PD60快充线c to c充电器线iPadPro11/Switch苹果电脑MacBook华为笔记本1米,悦米京东自营旗舰店
29.00,"京东超市
适用华为数据线Mate40/20/P30/Pro/nova9荣耀60/v30/20s白狗超级快充 白色1米Type-C 5A超级快充充电线",白狗京东自营旗舰店
5.90,孜泰 苹果数据线充电线iphone13/12ProMax/11/XS/XR/8/7/6s plus快充充电器线USB电源线 1米 白色,孜泰（ZiTai）京东自营旗舰店
13.90,铭爵狐 Type-c数据线5A级快充适用小米1s三星 华为p20p30p40手机快充tpc加长 5A超级快充Type-c(1米)实发2条,铭爵狐旗舰店
25.90,Snowkids USB-C苹果PD快充数据线iPhone13/12/11Pro/XsMax/SE/8PType-C to Lightning苹果充电器线1米2米套装,Snowkids京东自营旗舰店
99.00,米享 三合一数据线6A超级快充一拖三充电线器手机车载多功能适用苹果安卓华为Typec三头 【单线不带头】1.2米三合一 | 6A超级快充,米享旗舰店
21.80,trendsetter潮范 适用一加数据线warp闪充65W1+8t/9/9r/9rt/9pro手机充电线快充加长1.5米,trendsetter手机配件京东自营旗舰店
26.00,快鲨适用一加8充电线10/7Pro/7t/6/5数据线十九八1+闪充线七六五快充 红色一加10/9R/8/7/6 一加闪充,快鲨官方旗舰店
9.90,OKSJ 安卓数据线快充手机充电套装通用USB充电器 安全快速稳定【快充版-白色1米】2条装,纯孩子官方旗舰店
49.00,"京东超市
苹果数据线充电线器手机快充线适用iPhone13/12/11Pro/Max/XS/7/8P中尚 USB-C闪充连接线（1m）",中德尚信数码专营店
12.90,绿联 Type-C数据线6A充电器快充线电源线通用华为P50Mate40荣耀60小米12红米安卓 【充电宝短线款-0.25米-黑】,绿联旗舰店
85.90,【自营正品 官方原装✅】苹果快充 【30分钟充60%】,索弘京东自营官方旗舰店
16.00,适用iqoo3数据线vivoiqoo5充电线44W闪充55W手机neo3 NEX3S Z1快充超琰 Type-c闪充胶囊线1米,隆迈手机配件专营店
49.00,"京东超市
苹果数据线充电线器手机快充线适用iPhone13/12/11Pro/Max/XS/7/8P中尚 USB-C闪充连接线（1m）",中德尚信数码专营店
9.90,科沃 适用于苹果数据线手机快充充电器线头iphone13/12Pro max/mini/XsMax/XR/SE2/11/8/7/6splusUSB电源线,科沃（KOVOL）京东自营旗舰店
41.00,华为#原装6A数据线原配TypeC接口Mate40Pro闪充66W充电线 支持Nova8Pro兼容5A超级快充,中国电信自营旗舰店
19.90,适用vivo充电器18W/22.5W手机闪充数据线X20X21X23X7X9s z3安卓快充头承简 【双引擎闪充】18W闪充头+1米安卓线【2条】,金合辉手机配件专营店
17.80,倍思 数据线三合一苹果Type-c安卓手机充电器线一拖三头 适用iPhone13/12/11小米华为p40车载电源线 1.2米 红,倍思（Baseus）京东自营旗舰店
29.00,"京东超市
适于小米充电线快充120W数据线Type-C极速闪充快鲨67W冲电器线55W 红米K40/K50/Note11/10Pro 1米极速闪充",快鲨官方旗舰店
39.90,SN适用 一加9 ProWarp闪充充电线65W1+9R数据线OnePlus 8T快充电线 Type-C 转 Type-C 1m,京造手机配件专营店
33.80,苹果数据线厡装充电线快充手机充电器线iphone13/12/11/XS/XR/7/8p/X索弘6 USB-lightning扁口充电器线1米-原盒装,索弘官方旗舰店
10.80,安卓数据线vivo充电线x9x21x23快充线适用华为oppo小米三星魅族红米荣耀车载电源线好又齐 【1米】安卓闪充线【通用安卓接口】,安联手机配件专营店
32.90,绿联 双头Type-C数据线PD快充长线100W接5A充电器线通用iPad苹果MacBookPro华为荣耀笔记本电脑Switch2m,绿联京东自营旗舰店
79.00,米纶斯 三合一数据线6A超级快充充电线器100W一拖三多功能type-c 多头手机适用苹果华为车载器 【100W超级快充】-三合一土豪金1.25米,米纶斯旗舰店
129.00,"线下同款
Apple苹果数据线原装充电线手机充电器线iphone6/XR/X/7p/8plus/ipad/xs 充电线1米【单线不含头】",大商无算数码专营店
45.00,品胜 三合一数据线充电线器一拖三伸缩手机快充多头适用华为苹果安卓type-c多功能闪充 耀石黑丨快充不弹窗,品胜PISEN自营旗舰店
9.90,机会主义适用于oppo闪充数据线充电线r11 r9s plus r15 a79 a9x安卓手机快充线 20W闪充线【1.2米加长款】,家品手机配件专营店
27.00,"京东超市
华为原装数据线type-c快充手机畅享20荣耀play4tpro nova3e P20P10充电线 【Type-C】快充1米",华为翼天宏配件专卖店
12.50,纽曼(Newmine)苹果/Type-c/安卓USB-C一拖三数据线三合一充电线 适用iPhoneX/XS Max/XR/小米华为p30 金色,纽曼手机配件京东自营旗舰店
13.90,德力普 数据线三合一5A快充适用苹果Type-c安卓手机iPhone小米华为平板车载一拖三闪充充电线 单条装【蒂芙尼蓝】5A超级快充|带夜灯 1米,德力普手机配件旗舰店
35.00,倍思 苹果数据线 弹簧伸缩车载手机充电线 便携车充 适用iphone13/12/11/8Plus/7/X/iPad/Air/Pro 1米,倍思（Baseus）京东自营旗舰店
20.00,华为数据线原装快充安卓手机充电器线Mate8P7nova3i畅享9plus荣耀10青春版畅玩8X7C 华为原装【1米安卓Micro接口】快充,秦唐宋数码专营店
8.90,孜泰 苹果数据线三合一充电线Type-c安卓手机快充iphone13/12/11/华为/小米/OPPO/VIVO 1.2米 红色,孜泰（ZiTai）京东自营旗舰店
13.80,华为数据线原装正品快充Mate8荣耀8青春版八9I畅玩7X 7C 6X畅享8 8e 7plus 6s 白色(Micro接口快充版),进多数码专营店
25.00,华为原装Type-C数据线充电器线P30P20P10mate9Nova4e3e荣耀10V20V9V8 【快充】Type-C 1.0米白色,深刻思官方旗舰店
23.80,适用于vivox27数据线快充iqoo x60 s9闪充z5手机x50长x30充电线器pro jce 【一条装当日/次日达】type-c闪充数据充电线 1米,jce手机配件旗舰店
44.00,"京东超市
华为原装5A数据线p40p30p20Mate30超级快充荣耀10V20nova567pro充电线 买I送I【华为原装5A Type-C】带防伪",深刻思官方旗舰店
34.90,绿联Type-C数据线6A/5A快充充电器硅胶车载长线通用华为P50/40/Mate30/20小米11/10安卓USB-C1.5米天空蓝,绿联京东自营旗舰店
27.60,厡装苹果数据线iPhoneX MAX 6 7 8手机11快充线充数据线USB电源线充电线尊匠 lightning接口-1米,联众创数码专营店
17.90,Snowkids Type-C超级快充华为5A数据线华为P30/Mate20/10荣耀V20小米9/8手机充电线安卓1.5米两条,Snowkids京东自营旗舰店
9.90,华为type-c数据线手机充电线p20mate9P10P30荣耀40v10麦芒5nove3e快充帆睿 白1米Type-Ctpc【5A超级快充版】,帆睿数码旗舰店
price,introduction,icon
59.00,米享 苹果数据线加长弯头iPhone充电线器液态硅胶7快充8plus加长11ProMax手机 1.8米【清新蓝】边充边玩丨单条装,米享旗舰店
19.90,倍思(Baseus)苹果数据线手机充电线usb快充线 适用苹果iPhone13/12/X/8/7plus/iPad充电器线短线 0.6M 黑色,倍思（Baseus）京东自营旗舰店
45.00,倍思 磁吸一拖三数据线5A快充充电线 苹果Type-C安卓三合一套装可收纳充电器线适用iPhone华为小米1米 黑,倍思（Baseus）京东自营旗舰店
25.00,倍思 Type-C数据线 6A快充66w华为充电器线 适用于华为mate40/p40/荣耀/小米充电线 0.25米黑,倍思（Baseus）京东自营旗舰店
24.90,倍思 数据线三合一苹果安卓Type-c一拖三充电器充电线适用oppo小米vivo华为iphone 提速款【苹果+安卓+Type-c】1.2M,倍思旗舰店
18.80,ROCK 苹果数据线编织快充手机充电器线 支持iPhone13/12/11Pro/新SE/XS/XR/8Plus/7/6s/5s/iPad 1.8米星空灰,ROCK自营旗舰店
22.00,原奘 适用苹果数据线充电宝短线手机快充iphone11X/Xs Max/XR/6/7/8 plus线 1米快充 ip5/6/7/8 plus/X/ipad系列通用,华创手机配件专营店
49.00,Anker安克 Type-C安卓数据线100W5A快充 华为/小米/荣耀/OPPO/iPad平板笔记本电脑充电线USB-C1.8m黑,Anker京东自营旗舰店
19.00,华为安卓数据线原装手机充电器线mate8荣耀畅玩7x/8x/6x/7C/9i青春版/麦芒6/vivo Micro USB安卓快充线 白色1.0米,华为翼天宏配件专卖店
23.80,适用小米充电线8八10s红米k40数据线k20快充note7九89闪充k30手机pro充电器线jce 【一条装次日达】小米红米Type-c快充 1米【标准】,jce手机配件旗舰店
8.90,Snowkids Type-C超级快充5A数据线 通用华为P30/Mate20/10荣耀V20小米9/8手机充电器线安卓USB-C转接头1米白,Snowkids京东自营旗舰店
13.90,罗马仕 安卓数据线2米手机充电线Micro USB充电器线支持华为小米vivo/oppo红米三星魅族等,罗马仕京东自营旗舰店
35.00,CangHua MFI认证 苹果数据线快充适用iPhone13ProMax/12/11/XR/8/7/6s/iPad平板充电器线车载1.2米线R01,仓华自营官方旗舰店
27.90,品胜数据线三合一充电线器一拖三手机快充三头适用苹果华为安卓type-c多功能车载多头万能多用通用快冲 魔幻黑1.2米【苹果+安卓+type-c】加粗线芯,品胜电源旗舰店
9.90,驰界安卓数据线闪充充电线适用OPPOa1 a83 a57 a59s a5 k1华为vivo小米手机 【1米/2条装】2A安卓快充,佰特利手机配件专营店
5.80,米愿 安卓数据线快充适用于OPPO/华为/小米/vivo/荣耀/红米/魅族/酷派/三星手机通用充电线 【2A普通充电】安卓接口1米 1条体验装,米愿旗舰店
26.80,五浩 安卓数据线快充加长适用三星华为魅族安卓micro USB接口手机车载充电线器通用 黑金/安卓 2米,五浩官方旗舰店
35.90,领臣 数据线三合一6A快充66W充电器苹果iPhone13/12Type-c小米华为安卓手机多功能一拖三充电线1.8米,领臣京东自营旗舰店
69.00,米享 三合一快充数据线5A超级快充三口同时充手机充电器线苹果安卓type-C华为通用一拖三 中国红1.2米【5A快充大电流 三口同时充】,米享旗舰店
25.00,倍思(Baseus)安卓数据线手机快充游戏吃鸡神器正反盲插充电器线适用VIVO/OPPO/小米/华为L型弯头线2米 黑色,倍思（Baseus）京东自营旗舰店
32.00,蒙奇奇苹果数据线充电线手机PD快充头车载ipad充电器线iphone6s7Plus8x11xr12 牛仔蓝1.2米【升级快充版】推荐款耐用牛仔,monqiqi旗舰店
23.00,绿联 Type-C数据线USB-C安卓车载快充转接头充电器加长电源线通用华为P50Mate40/30荣耀60Pro小米113米,绿联京东自营旗舰店
129.00,"京东超市
Apple苹果数据线原装手机充电线1米iPhoneXR/11/X/8P/7P/ipad平板电脑USB 【单条】Lightning接口1米苹果",Apple鑫京湖专卖店
39.90,麦多多 Type-C数据线5A/6A快充66W带屏幕功率数显手机充电器线适用华为vivo小米OPPO Type-C 5/6A超级快充 【科技黑】1.2米,麦多多手机配件旗舰店
85.90,【自营正品 官方原装✅】苹果快充 【30分钟充60%】,索弘京东自营官方旗舰店
18.00,品胜 苹果数据线0.2米短线快充 适用iPhone13/12/11Pro Max/Xs/XR/SE/8手机充电线 苹果7P iPad Air/mini 白,品胜京东自营旗舰店
8.00,AJTL飞科剃须刀方口充电数据线 适用FS375 376 377 378 379 619 620配件 飞科充电线（一条装）,AJTL手机配件旗舰店
16.90,苹果数据线手机快充电线玛曼原裝6/plus iphoneX/7/8/iPad,玛曼旗舰店
29.00,"京东超市
驰界适用华为Type-c数据线快充5A手机充电器线p20p30pro mate30/40荣耀安卓小米 【5A超级快充】type-c闪充线【1米】",驰界京东自营旗舰店
45.90,"京东超市
机乐堂 三合一数据线 苹果安卓type-c多头手机充电线器一拖三usb平板iPhone车载快充通用 经典黑【苹果+安卓+Type-c】快充不伤机不断头",机乐堂京东自营旗舰店
39.90,倍思 三合一数据线6A快充66W 适用苹果Type-c安卓手机充电器线iPhone13/12/11小米华为一拖三充电线黑,倍思（Baseus）京东自营旗舰店
21.90,ROCK苹果数据线快充手机充电器线加长支持iPhone13/12/11Pro/SE/max/XSR/8Plus/7/6s/iPadAir/mini 白色1.5米,ROCK自营旗舰店
55.00,倍思 双头Type-C数据线 5A快充线100w带功率数显 适用于华为小米手机笔记本充电线 2米黑,倍思（Baseus）京东自营旗舰店
45.00,绿联 Type-C数据线 双头PD100W快充电线5A通用苹果电脑ipad/MacbookPro华为 编织款1.5米,绿联旗舰店
19.90,ROCK 苹果数据线金属编织快充手机充电器线 支持iPhone12/11Pro/新SE/XS/XR/8Plus/7/6s/5s/iPad 1.8米玫瑰金,ROCK自营旗舰店
19.90,"京东超市
快狗 苹果4s充电线iPhone4四手机数据线ipad2/3平板iPod老款宽口a1395一代 1416 A1430 A1396白色一米",快狗官方旗舰店
119.00,米享 充电线三合一超级快充数据线5a加长一拖三多功能充电器车载多头苹果Type-c安卓适用 【直充套装】1.2米中国红+超级快充头,米享旗舰店
66.00,绿联 MFi认证 苹果数据线弯头 通用iPhone13/12/11/XR/Xs/SE2/8/7手机iPad平板充电器USB电源线快充 黑1.5米,绿联京东自营旗舰店
45.00,南回归线usb单弯头5A超级快充弹簧伸缩车载carplay数据线适用苹果手机华为type c充电线 USB单弯头【弹簧线】Type C-黑色 1.5米,南回归线旗舰店
29.00,倍思 Type-C数据线 双Type-C适用新ipad pro/MACbook笔记本充电器线PD手机华为小米三星快充3A 2M 灰黑,倍思（Baseus）京东自营旗舰店
1.88,GAGZ 手机数据线充电器多功能充电线插头安卓华为小米三星OPPO魅族VIVO酷派 【通用款】安卓【螺纹白色1米】,搞怪猪GAGZ官方旗舰店
17.90,罗马仕 数据线三合一苹果Type-c安卓手机充电线加长快充一拖三适用iPhone12/11小米/oppo华为vivo 1米,罗马仕京东自营旗舰店
27.80,【次日达加长可选】oppo闪充手机专用数据线,jce手机配件旗舰店
28.80,倍思(Baseus)苹果数据线 手机充电器线USB充电线 适用iPhoneX/苹果13/6/12/7/11/8/ipad加长电源线 3M 红色,倍思（Baseus）京东自营旗舰店
29.90,"京东超市
宝达莱 适用realme真我65w数据线gt充电器Neo 2快充Q2 Q3 X7 X50 Pro Type-C超级Super Vooc 2..0闪充",宝达莱数码专营店
17.80,五浩 安卓充电线加长快充适用micro华为荣耀小米vivo三星OPPO手机USB数据线超长闪充套装 2米【黑金】安卓,亦恒手机配件专营店
9.90,华为原装freelace无线耳机充电线USB转成type-c口 适用于荣耀xSport PRO线 华为原装- 白色（单）,华为进多配件专卖店
28.00,倍思 苹果数据线弯头快充手机游戏L型苹果充电线USB线适用于iPhone13/12/11/X/10/8/6s/7Plus 2米 红色,倍思（Baseus）京东自营旗舰店
17.80,倍思 数据线三合一苹果Type-c安卓手机充电器线一拖三头 适用iPhone13/12/11小米华为p40车载电源线 1.2米 红,倍思（Baseus）京东自营旗舰店
44.00,"京东超市
华为原装5A数据线超级快充type-c充电器线P30P40Mate30 40pro荣耀30nova7 【买I送I】5a超级闪充Type-c-带防伪",华驰诚数码配件专营店
3.98,GAGZ 手机数据线充电器多功能充电线插头安卓华为荣耀小米红米三星OPPO魅族VIVO真我红魔 Type-c【白色5A*1米】,搞怪猪GAGZ官方旗舰店
39.00,倍思 双苹果数据线一拖四快充适用iphone13/12/XS多合一华为type-c小米oppo安卓vivo平板多头充电器线,倍思（Baseus）京东自营旗舰店
14.90,罗马仕 type-c数据线弯头安卓手机充电宝短线快充游戏吃鸡神器充电线华为P30荣耀小米10/9电源线 黑色 0.2米,罗马仕京东自营旗舰店
8.80,mijv充电宝数据线超短安卓type-c 适用于小米vivo华为充电线短款快充oppo便携 5A type-c短线0.25米,mijv旗舰店
14.80,德力普 Type-C数据线6A超级快充66W手机充电器线通用华为荣耀小米手机苹果MacBook笔记本 1米【月白蓝】 Type-C·超柔软亲肤硅胶,德力普手机配件旗舰店
12.90,驰界安卓数据线闪充充电器头加长充电线适用OPPOr9splus/r11s/r15/R17/A79手机 【1米2条】安卓4A闪充线,佰特利手机配件专营店
49.00,KOOLIFE 三合一数据线快充66w 手机快速充电线一拖三分二多头双口USB车载充电器线 通用/安卓/苹果/华为6a/5a,KOOLIFE京东自营旗舰店
26.00,"京东超市
快鲨数据线适用OPPOReno7闪充6/5/4Pro/R17快充A11sA93A8K9k7x充电线 充电器线Type-C白色1米 闪充",快鲨官方旗舰店
12.60,适用Type-c闪充数据线手机充电器OPPOr17reno6Pro findx k9 7快充线好又齐 【1米】Type-c快充线,佰特利手机配件专营店
10.90,昊微 华为数据线快充适用Type-c充电器线Mate40Pro/P30小米8三星荣耀手机带灯自动断电 智能呼吸灯【Type-C接口】1条装 2米,昊微手机配件专营店
price,introduction,icon
9.90,华为type-c数据线手机充电线p20mate9P10P30荣耀40v10麦芒5nove3e快充帆睿 白1米Type-Ctpc【5A超级快充版】,帆睿数码旗舰店
58.00,品胜数据线三合一伸缩充电线6A快充66W 苹果安卓type-c一拖三多功能便携收纳 适用iPhone13华为小米车载,品胜京东自营旗舰店
10.80,昊微 苹果12数据线自动智能断电快充线适用于iphoneX 8 7plus 6s 6手机充电线器加长 智能呼吸灯【苹果接口】1条装 1米,昊微手机配件专营店
29.90,斯泰克 【买一条发两条2米】适用苹果PD20W快充数据线iPhone13/12/11Pro/XsMax Type-C to Lightning充电器线,斯泰克（STIGER）京东自营旗舰店
24.80,ZMI紫米C-TO-C数据线Type-C公对公双口适用于MacBookPro苹果笔记本NS充电线PD快充iPadPro11/Switch等308E黑,ZMI京东自营官方旗舰店
9.90,OKSJ 苹果快充数据线手机充电器电源线适用iPhone6s/12/11Pro/7/8/X/iPad 单条装 1.2米【暗夜绿】平板通用,纯孩子官方旗舰店
17.90,德力普 Type-C数据线6A快充100W/66W手机充电器线通用苹果MacBook华为小米笔记本 6A超级快充66W | 标准版【1.2米】,德力普手机配件旗舰店
8.80,【两条装】品浩 苹果数据线手机快充PD充电器线头iphone12/11/Pro/XR苹果通用电源线 【苹果通用】【两条】1米,品浩旗舰店
8.90,钻盾 一拖三数据线三合一手机充电线快充伸缩通用适用于华为type-c安卓多功能充电线 中国红【经典版伸缩】,钻盾旗舰店
138.00,摩米士MOMAX苹果安卓Type-C数据线三合一MFi认证充电器线适用iPhone13/12/11Pro/XsMax/XR/8/7/6P等1米黑色,摩米士京东自营旗舰店
20.80,斯泰克 USB-C适用苹果PD20W快充数据线iPhone13/12/11Pro/XsMax/8P手机Type-C to Lightning充电器闪充线2米,斯泰克（STIGER）京东自营旗舰店
19.90,後姆熊 [小米手环4(NFC)] 小米手环充电线 小米手环充电器 小米手环4充电器 小米手环4充电线,後姆熊京东自营旗舰店
39.90,倍思 三合一数据线6A快充66W 适用苹果Type-c安卓手机充电器线iPhone13/12/11小米华为一拖三充电线黑,倍思（Baseus）京东自营旗舰店
29.90,"京东超市
品胜 华为充电线6A Type-C数据线超级快充66W快充线通用华为Mate/荣耀/小米/三星 【深海蓝1.2m】66w疾速快充|支持闪充",品胜PISEN自营旗舰店
25.00,JOWOYE苹果数据线4S手机iPhone4充电线ipad4/3/2/1touch充电器线平板电脑电源线Ipod快充USB老款宽头,JOWOYE京东自营旗舰店
29.90,品胜 苹果数据线PD快充线20W Type-C to Lightning充电线 适用iPhone13ProMax/12/Xs/8P/SE车载线 LED灯,品胜京东自营旗舰店
16.80,三合一数据线5A快充一拖三66W支持苹果Type-c安卓手机充电器线适用iPhone13小米华为驰界 蓝色【5A超级快充】三合一,佰特利手机配件专营店
14.90,"线下同款
摩斯维 苹果数据线充电线手机快充电源线充电器iPhone13/12/11/8P/7/ipad/XR 1米【天空蓝】新液态硅胶·快充不伤机 【2A涓流快充】",摩斯维旗舰店
9.90,绿联 Type-C手机数据线3A快充线安卓充电器线适用小米华为三星OPPO一加荣耀p40vivo 黑色圆线【3A】 0.25M,绿联维联特专卖店
49.90,品胜 四合一多功能数据线快充PD60W/20W Type-C转苹果充电线车载 适用iPhone13/12Pro/ipadpro小米华为 黑,品胜京东自营旗舰店
30.00,倍思 苹果数据线 PD快充线20W Type-C to Lightning充电器线 适用iPhone13/12ProMax/11/XsiPad 1.2米黑,倍思（Baseus）京东自营旗舰店
39.90,CangHua Garmin佳明飞耐时充电线手表充电器fenix5 6X 5S 5X 5Plus935 通用945/245 Vivoactive3 bp51,仓华自营官方旗舰店
159.00,【一加原装】warp闪充数据线充电线9 8t 1+7T pro 7 6t 5t Type-C 1米闪充线 官方标配,泊欣数码专营店
30.00,唯淘帅 苹果数据线充电线iPhoneX/6s/7/8/pro12手机平板通用加长2米5米 黑金 2米,苏阳数码专营店
59.00,OKSJ 小米充电器33W氮化镓快充头多口 Type-C线充套装支持10s华为11红米redmivivo三星插头便携6A,OKSJ京东自营旗舰店
18.90,"京东超市
魅英 适用于小米手环5充电线 免拆卸快充适用小米6nfc版磁吸充电器5代智能运动便携充电线 小米5/6磁吸充电线/NFC版通用快充",魅英手机配件旗舰店
35.00,CangHua MFI认证 苹果数据线快充适用iPhone13ProMax/12/11/XR/8/7/6s/iPad平板充电器线车载1.2米线R01,仓华自营官方旗舰店
15.00,快鲨适用小米手环充电线充电器智能手表快充运动计步器NFC通用底座标配腕表带 小米手环5/6/NFC充电线,快鲨官方旗舰店
12.90,朗客 Type-c数据线液态硅胶5A快充USB-C通用荣耀vivo小米oppo华为Mate40Pro/P30安卓充电器线2.0米绿色,朗客京东自营旗舰店
26.00,适用华为mate30数据线type-c充电线5a超级快充p20荣耀v30pro手机充电数据线jce 【次日达】mate40/30/20快充线全系持鸿蒙 1.8米【加长】,jce手机配件旗舰店
14.80,德力普 Type-C数据线6A超级快充66W手机充电器线通用华为荣耀小米手机苹果MacBook笔记本 1米【月白蓝】 Type-C·超柔软亲肤硅胶,德力普手机配件旗舰店
39.90,摩力小象 双头Type-C 3A公对公数据线60W快充 适用华为小米手机充电线 Type-C To Type-C白色(TPE) 1m,摩力小象旗舰店
59.90,"京东超市
SHARGE闪极 MFi认证苹果数据线CtoL快充线PD适用iPhone13\/12\/11\/xs 1.2米 苹果MFi认证-PD快充",SHARGE闪极京东自营旗舰店
39.90,摩力小象 6A 66W快充线 适合于华为充电线 数据线 1m,摩力小象旗舰店
39.90,Tialstp 华为笔记本电脑数据线Matebook X 13 D14 荣耀MagicBook充电线 双typec闪充加长充电器 2m,道和汇通数码专营店
25.90,百仕奇苹果数据线iPhone12/11pro/x/xs/13/xsmax/6/78plus充电线 1.28米直头【幻夜黑】锌合金丨智能灯显丨升级快充,百仕奇旗舰店
19.80,毕亚兹 数据线三合一苹果/Type-c/安卓手机弯头手游充电器线2米 iPhone13/11pro/12小米华为P40电源线K6灰,毕亚兹(BIAZE)京东自营旗舰店
